lp,title,link,localization,price,rooms_number,area,floor
191,4-pokojowe mieszkanie 79m2 + 2 loggie Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-2-loggie-bezposrednio-ID4roSV,"ul. Zagłoby, Niedźwiadek, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,79.27 m²,7 piętro
192,2-pokojowe mieszkanie 44m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-balkon-bezposrednio-ID4tWTJ,"ul. Tużycka, Zacisze, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,44.91 m²,2 piętro
193,2-pokojowe mieszkanie 46m2 + balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-ID4tWJW,"ul. Inna, Szamocin, Białołęka, Warszawa, mazowieckie",559 000 zł,2 pokoje,46.99 m²,2 piętro
194,"Funkcjonalny rozkład, 45m2 - 2 pokoje+taras",https://www.otodom.pl/pl/oferta/funkcjonalny-rozklad-45m2-2-pokoje-taras-ID4tpdS,"ul. Obywatelska, Nowe Włochy, Włochy, Warszawa, mazowieckie",759 000 zł,2 pokoje,45 m²,parter
195,Dobrze zlokalizowane mieszkanie do remontu,https://www.otodom.pl/pl/oferta/dobrze-zlokalizowane-mieszkanie-do-remontu-ID4u2Ab,"ul. Jarocińska, Gocławek, Praga-Południe, Warszawa, mazowieckie",449 000 zł,1 pokój,33.4 m²,6 piętro
196,5-pokojowe mieszkanie 100m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-100m2-balkon-bezposrednio-ID4oslY,"ul. Szybka, Raków, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,100.21 m²,1 piętro
197,Bezpośrednio Sprzedam Bracka 2 pokoje,https://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-bracka-2-pokoje-ID4tNnJ,"ul. Bracka, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",943 495 zł,2 pokoje,38.51 m²,2 piętro
198,3-pokojowe mieszkanie 58m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-loggia-bez-prowizji-ID4rzH6,"ul. Strumykowa, Nowodwory, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,58.59 m²,1 piętro
199,4-pokojowe mieszkanie 75m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-balkon-bez-prowizji-ID4po9q,"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,75.86 m²,1 piętro
200,Piękne mieszkanie na Aluzyjnej do wprowadzenia,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-aluzyjnej-do-wprowadzenia-ID4u2zE,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",640 000 zł,2 pokoje,50.5 m²,3 piętro
201,Klimatyczne mieszkanie na Starej Sadybie!,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-na-starej-sadybie-ID4sSkN,"Sadyba, Mokotów, Warszawa, mazowieckie",1 790 000 zł,4 pokoje,94 m²,2 piętro
202,"na sprzedaż 2 pokoje z ogródkiem,gotowe do zamiesz",https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokoje-z-ogrodkiem-gotowe-do-zamiesz-ID4sXna,"ul. Skarbka z Gór, Grodzisk, Białołęka, Warszawa, mazowieckie",599 000 zł,2 pokoje,36.87 m²,parter
203,4-pokojowy apartament 132m2 + loggia,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-132m2-loggia-ID4rpFn,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,132.95 m²,6 piętro
204,3-pokojowe mieszkanie 57m2 + balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-ID4mM6x,"ul. Fajansowa, Raków, Włochy, Warszawa, mazowieckie",930 800 zł,3 pokoje,57.67 m²,1 piętro
205,4-pokojowe mieszkanie 87m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-balkon-ID4qva6,"ul. Optyczna, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,87.52 m²,1 piętro
206,4-pokojowe mieszkanie 79m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-balkon-bezposrednio-ID4ttdq,"ul. Mariana Hemara, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,79.57 m²,1 piętro
207,"Bezpośrednio - po remoncie, garderoba, blok z 2002",https://www.otodom.pl/pl/oferta/bezposrednio-po-remoncie-garderoba-blok-z-2002-ID4u1uE,"ul. Komorska, Gocławek, Praga-Południe, Warszawa, mazowieckie",990 000 zł,3 pokoje,60 m²,3 piętro
208,2-pokojowe mieszkanie 45m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-balkon-bez-prowizji-ID4tYmp,"ul. Sochaczewska, Ośr.Dośw.Macierzysz, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",Zapytaj o cenę,2 pokoje,45.32 m²,2 piętro
209,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-2-loggie-bezposrednio-ID.4roSV,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
210,3-pokojowe mieszkanie 58m2 + loggia,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-loggia-ID4qMI4,"ul. Zwrotnicza, Czyste, Wola, Warszawa, mazowieckie",1 370 000 zł,3 pokoje,58.16 m²,5 piętro
211,5-pokojowe mieszkanie 115m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-115m2-ogrodek-bezposrednio-ID4nZ3r,"ul. Celulozy, Nadwiśle, Wawer, Warszawa, mazowieckie",995 000 zł,5 pokoi,115.45 m²,parter
212,Mieszkanie 2-pokojowe na Woli z balkonem!,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-woli-z-balkonem-ID4t1JN,"Ulrychów, Wola, Warszawa, mazowieckie",895 000 zł,2 pokoje,56.1 m²,parter
213,3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4tYlt,"ul. Sochaczewska, Ośr.Dośw.Macierzysz, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",Zapytaj o cenę,3 pokoje,56.71 m²,3 piętro
214,3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bezposrednio-ID4oqIY,"al. Aleje Jerozolimskie, Raków, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,58.33 m²,5 piętro
215,3-pokojowe mieszkanie 87m2 + 2 tarasy,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-87m2-2-tarasy-ID4t9IC,"ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,87.32 m²,5 piętro
216,4-pokojowe mieszkanie 97m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-97m2-balkon-bezposrednio-ID4tbYQ,"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,97.52 m²,1 piętro
217,"Fort Bema, Osmańczyka, 52 m2, 2 pokoje, 2 tarasy.",https://www.otodom.pl/pl/oferta/fort-bema-osmanczyka-52-m2-2-pokoje-2-tarasy-ID4tIlL,"ul. Edmunda Jana Osmańczyka, Fort Bema, Bemowo, Warszawa, mazowieckie",850 000 zł,2 pokoje,51.54 m²,5 piętro
218,5-pokojowe mieszkanie 125m2 + 2 balkony,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-125m2-2-balkony-ID4r3Yz,"ul. Żupnicza, Kamionek, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,125.83 m²,1 piętro
219,3-pokojowe mieszkanie 64m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-loggia-bez-prowizji-ID4rLVW,"ul. Lazurowa, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,64.43 m²,1 piętro
220,4-pokojowe mieszkanie 101m2 + 2 loggie,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-101m2-2-loggie-ID4qHcN,"ul. Postępu, Służewiec, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,101.49 m²,4 piętro
221,5-pokojowe mieszkanie 124m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-124m2-ogrodek-bez-prowizji-ID4tvtY,"ul. Wiązana, Zerzeń, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,124.77 m²,1 piętro
222,"St.Mokotów, 4 pokoje + taras, Rezydencja Tagore",https://www.otodom.pl/pl/oferta/st-mokotow-4-pokoje-taras-rezydencja-tagore-ID4sTXs,"ul. Rabindranatha Tagore, Wierzbno, Mokotów, Warszawa, mazowieckie",2 990 000 zł,4 pokoje,106 m²,3 piętro
223,"BEZPOŚREDNIO, Korotyńskiego, 3 pokojowe z balkonem",https://www.otodom.pl/pl/oferta/bezposrednio-korotynskiego-3-pokojowe-z-balkonem-ID4tXrk,"ul. Władysława Korotyńskiego, Rakowiec, Ochota, Warszawa, mazowieckie",799 000 zł,3 pokoje,53.5 m²,2 piętro
224,"Stary Mokotów, przestronne 2 - pokojowe mieszkanie",https://www.otodom.pl/pl/oferta/stary-mokotow-przestronne-2-pokojowe-mieszkanie-ID4tuZG,"ul. Lewicka, Stary Mokotów, Mokotów, Warszawa, mazowieckie",1 349 000 zł,2 pokoje,61.6 m²,6 piętro
225,✅ Piękny widok na centrum Warszawy ✅ Taras 40m² ✅,https://www.otodom.pl/pl/oferta/piekny-widok-na-centrum-warszawy-taras-40m-ID4tTbZ,"ul. Artura Malawskiego, Wyględów, Mokotów, Warszawa, mazowieckie",889 999 zł,2 pokoje,56.53 m²,10+ piętro
226,3 pokoje w prestiżowej lokalizacji Anin-Wawer,https://www.otodom.pl/pl/oferta/3-pokoje-w-prestizowej-lokalizacji-anin-wawer-ID4tzwi,"Anin, Wawer, Warszawa, mazowieckie",1 298 000 zł,3 pokoje,72 m²,parter
227,"Mieszkanie 3 Pokoje 55,73M2 Metro 700M",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-55-73m2-metro-700m-ID4u0Zx,"ul. Wolska, Czyste, Wola, Warszawa, mazowieckie",835 000 zł,3 pokoje,55.73 m²,3 piętro
228,4-pokojowe mieszkanie 76m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-bez-prowizji-ID4oOZO,"ul. Jagiellońska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,76.76 m²,1 piętro
229,"Saska Kępa | Wysokiej Klasy, Kameralna Inwestycja",https://www.otodom.pl/pl/oferta/saska-kepa-wysokiej-klasy-kameralna-inwestycja-ID4u1qK,"ul. Angorska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",5 900 000 zł,3 pokoje,152.08 m²,parter
230,"Saska Kępa | Wysokiej Klasy, Kameralna Inwestycja",https://www.otodom.pl/pl/oferta/saska-kepa-wysokiej-klasy-kameralna-inwestycja-ID4u1qI,"ul. Angorska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",2 740 000 zł,3 pokoje,74.2 m²,2 piętro
231,2-pokojowe mieszkanie 50m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-loggia-bezposrednio-ID4mTGW,"ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie",909 706 zł,2 pokoje,50.26 m²,6 piętro
232,3-pokojowe mieszkanie 52m2 + 2 balkony,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-52m2-2-balkony-ID4tqVX,"ul. Żupnicza, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,52.84 m²,2 piętro
233,3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bezposrednio-ID4shrs,"ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,57.77 m²,4 piętro
234,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID.4tYlt,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
235,Wilanów 3 pokoje Okazja,https://www.otodom.pl/pl/oferta/wilanow-3-pokoje-okazja-ID4tOMo,"ul. Herbu Janina 3, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1 075 000 zł,3 pokoje,54 m²,4 piętro
236,"Mieszkanie 49,1 - 2x m. garaż + komórka + balkon",https://www.otodom.pl/pl/oferta/mieszkanie-49-1-2x-m-garaz-komorka-balkon-ID4tbKC,"al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1 025 000 zł,2 pokoje,49.11 m²,1 piętro
237,Urocze mieszkanie na Powiślu,https://www.otodom.pl/pl/oferta/urocze-mieszkanie-na-powislu-ID4tyZK,"ul. Zagórna, Solec, Śródmieście, Warszawa, mazowieckie",1 170 000 zł,2 pokoje,59 m²,parter
238,2-pokojowe mieszkanie 37m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4tqW1,"ul. Żupnicza, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,37.96 m²,4 piętro
239,5-pokojowe mieszkanie 178m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-178m2-ogrodek-bezposrednio-ID4siuq,"ul. Kuropatwy, Mysiadło, Lesznowola, piaseczyński, mazowieckie",1 730 000 zł,5 pokoi,178.55 m²,parter
240,"Przestronne,urządzone M3,parking,os.Zielona Italia",https://www.otodom.pl/pl/oferta/przestronne-urzadzone-m3-parking-os-zielona-italia-ID4tYHu,"Nowe Włochy, Włochy, Warszawa, mazowieckie",1 100 000 zł,3 pokoje,75.13 m²,2 piętro
241,Klimatyczne 2pok.+balkon |parking i komórka |metro,https://www.otodom.pl/pl/oferta/klimatyczne-2pok-balkon-parking-i-komorka-metro-ID4tYGY,"Chrzanów, Bemowo, Warszawa, mazowieckie",799 000 zł,2 pokoje,46.73 m²,3 piętro
242,"3 pokoje, kamienica, do remontu, ul. Stalowa",https://www.otodom.pl/pl/oferta/3-pokoje-kamienica-do-remontu-ul-stalowa-ID4u2yP,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",815 000 zł,3 pokoje,65.91 m²,parter
243,Dwa pokoje- wyposażone-2022,https://www.otodom.pl/pl/oferta/dwa-pokoje-wyposazone-2022-ID4rjMx,"ul. Szybka, Raków, Włochy, Warszawa, mazowieckie",740 000 zł,2 pokoje,40.61 m²,5 piętro
244,2-pokojowe mieszkanie 39m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-bez-prowizji-ID4ib7s,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",775 840 zł,2 pokoje,39.71 m²,parter
245,5-pokojowe mieszkanie 108m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-108m2-loggia-bezposrednio-ID4nRyr,"ul. Krokusów, Stara Miłosna, Wesoła, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,108.61 m²,2 piętro
246,"Bezpośrednio 2 pokoje+taras,blok 2009,metro Płocka",https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-taras-blok-2009-metro-plocka-ID4tuZY,"ul. Skierniewicka, Czyste, Wola, Warszawa, mazowieckie",996 000 zł,2 pokoje,44 m²,3 piętro
247,Kawalerka,https://www.otodom.pl/pl/oferta/kawalerka-ID4tXiN,"ul. Fundamentowa, Grochów, Praga-Południe, Warszawa, mazowieckie",350 000 zł,1 pokój,20 m²,7 piętro
248,Wileńska 14C | Blisko metra | Wysoki standard,https://www.otodom.pl/pl/oferta/wilenska-14c-blisko-metra-wysoki-standard-ID4t80S,"ul. Wileńska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",849 900 zł,2 pokoje,40.95 m²,5 piętro
249,Nocznickiego 29 |Nowy apartament| Wysoki standard,https://www.otodom.pl/pl/oferta/nocznickiego-29-nowy-apartament-wysoki-standard-ID4tMe6,"ul. Tomasza Nocznickiego, Wawrzyszew, Bielany, Warszawa, mazowieckie",1 415 000 zł,3 pokoje,58.78 m²,4 piętro
250,M2 10 minut od Złotych Tarasów/Nowa Cena,https://www.otodom.pl/pl/oferta/m2-10-minut-od-zlotych-tarasow-nowa-cena-ID4tlOw,"ul. Pańska, Mirów, Wola, Warszawa, mazowieckie",720 000 zł,2 pokoje,37.5 m²,8 piętro
251,"*Umeblowana*Metro Wawrzyszew 0,9 km*Parking",https://www.otodom.pl/pl/oferta/umeblowanametro-wawrzyszew-0-9-kmparking-ID4s9Gt,"al. Aleja Władysława Reymonta, Słodowiec, Bielany, Warszawa, mazowieckie",459 000 zł,1 pokój,26 m²,parter
252,Marszałkowska 2 pokoje przy Parku,https://www.otodom.pl/pl/oferta/marszalkowska-2-pokoje-przy-parku-ID4u2yi,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",663 000 zł,2 pokoje,39 m²,7 piętro
253,Dwa pokoje do wprowadzenia blisko Merta Trocka,https://www.otodom.pl/pl/oferta/dwa-pokoje-do-wprowadzenia-blisko-merta-trocka-ID4tzwk,"Bródno, Targówek, Warszawa, mazowieckie",739 000 zł,2 pokoje,43.21 m²,3 piętro
254,Rozkładowe i przytulne 3 pok. 70m2 z wyposażeniem,https://www.otodom.pl/pl/oferta/rozkladowe-i-przytulne-3-pok-70m2-z-wyposazeniem-ID4tUNd,"ul. Jana Kazimierza 64, Odolany, Wola, Warszawa, mazowieckie",1 649 000 zł,3 pokoje,69.6 m²,1 piętro
255,4-pokojowe mieszkanie 79m2 + 2 loggie,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-2-loggie-ID4roSZ,"ul. Zagłoby, Niedźwiadek, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,79.27 m²,9 piętro
256,Apartament 4 pok. przy Domaniweskiej,https://www.otodom.pl/pl/oferta/apartament-4-pok-przy-domaniweskiej-ID4tOHD,"Domaniweska, Ksawerów, Mokotów, Warszawa, mazowieckie",2 799 000 zł,4 pokoje,94 m²,4 piętro
257,Mieszkanie na osiedlu przy Ordona,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-przy-ordona-ID4tP1O,"ul. Juliusza Ordona, Odolany, Wola, Warszawa, mazowieckie",856 000 zł,2 pokoje,42 m²,5 piętro
258,"Apart, 100m2 z tarasem 60m2 Ludwiki",https://www.otodom.pl/pl/oferta/apart-100m2-z-tarasem-60m2-ludwiki-ID4tOHQ,"ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie",3 299 000 zł,4 pokoje,100 m²,5 piętro
259,"Apartament 55,4m2 za 659 498zł",https://www.otodom.pl/pl/oferta/apartament-55-4m2-za-659-498zl-ID4tOYv,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",659 498 zł,3 pokoje,55.42 m²,1 piętro
260,3 pok. apartament przy ul. Domaniewskiej,https://www.otodom.pl/pl/oferta/3-pok-apartament-przy-ul-domaniewskiej-ID4tP0y,"ul. Domaniewska, Ksawerów, Mokotów, Warszawa, mazowieckie",1 148 000 zł,3 pokoje,62 m²,3 piętro
261,Centrum Warszawy- 3 pokoje oddzielne plus kuchnia,https://www.otodom.pl/pl/oferta/centrum-warszawy-3-pokoje-oddzielne-plus-kuchnia-ID4rHjV,"ul. Stanisława Noakowskiego, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1 690 000 zł,3 pokoje,60 m²,1 piętro
262,2 pokoje/ wysoki standard/promocyjna cena ❗❗❗,https://www.otodom.pl/pl/oferta/2-pokoje-wysoki-standard-promocyjna-cena-ID4tXPp,"ul. Górna Droga, Czechowice, Ursus, Warszawa, mazowieckie",687 000 zł,2 pokoje,45.1 m²,2 piętro
263,4-pokojowe mieszkanie 95m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-95m2-balkon-ID4q2p6,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,95.07 m²,2 piętro
264,3-pokojowe mieszkanie 75m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-75m2-balkon-bezposrednio-ID4kfex,"ul. Sokratesa, Wawrzyszew, Bielany, Warszawa, mazowieckie",1 278 000 zł,3 pokoje,75.95 m²,1 piętro
265,"92m Starym Mokotów Kamienica z windą, Metro Cena ❗",https://www.otodom.pl/pl/oferta/92m-starym-mokotow-kamienica-z-winda-metro-cena-ID4tXUx,"ul. Antoniego Edwarda Odyńca, Wierzbno, Mokotów, Warszawa, mazowieckie",1 430 000 zł,4 pokoje,92 m²,4 piętro
266,"Kawalerka, Żoliborz Artystyczny, 32.6m (IV piętro)",https://www.otodom.pl/pl/oferta/kawalerka-zoliborz-artystyczny-32-6m-iv-pietro-ID4u2vW,"Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",935 000 zł,1 pokój,32.6 m²,4 piętro
267,3-pokojowe mieszkanie 54m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bez-prowizji-ID4oasd,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",642 600 zł,3 pokoje,54 m²,1 piętro
268,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID.4tqW1,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
269,3-pokojowe mieszkanie 62m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-ogrodek-bez-prowizji-ID4po9a,"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,62.92 m²,parter
270,"Piękne, dwupokojowe mieszkanie na Starej Ochocie",https://www.otodom.pl/pl/oferta/piekne-dwupokojowe-mieszkanie-na-starej-ochocie-ID4u2nl,"Stara Ochota, Ochota, Warszawa, mazowieckie",1 389 000 zł,2 pokoje,69 m²,3 piętro
271,Warszawa Ochota,https://www.otodom.pl/pl/oferta/warszawa-ochota-ID4rMC9,"ul. Władysława Korotyńskiego, Rakowiec, Ochota, Warszawa, mazowieckie",1 197 000 zł,3 pokoje,66.5 m²,parter
272,2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4oau1,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",513 488 zł,2 pokoje,38.32 m²,5 piętro
273,4-pokojowy apartament 123m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-123m2-loggia-bezposrednio-ID4rpGx,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,123.35 m²,6 piętro
274,"3 pokoje, garaż i duża komórka, widok na jeziorko",https://www.otodom.pl/pl/oferta/3-pokoje-garaz-i-duza-komorka-widok-na-jeziorko-ID4r3Fo,"Ul. Pieskowa Skala, Wyczółki, Ursynów, Warszawa, mazowieckie",1 170 000 zł,3 pokoje,62 m²,1 piętro
275,2-pokojowe w doskonałej lokalizacji,https://www.otodom.pl/pl/oferta/2-pokojowe-w-doskonalej-lokalizacji-ID4rlhd,"ul. Młynarska, Młynów, Wola, Warszawa, mazowieckie",595 000 zł,2 pokoje,39 m²,1 piętro
276,Bezpośrednio! Jasne i przytulne dla rodziny,https://www.otodom.pl/pl/oferta/bezposrednio-jasne-i-przytulne-dla-rodziny-ID4tTPF,"al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1 763 000 zł,4 pokoje,82 m²,3 piętro
277,Piwnica 8 M2 / Po Remoncie / Do Wejścia / Obok Las,https://www.otodom.pl/pl/oferta/piwnica-8-m2-po-remoncie-do-wejscia-obok-las-ID4u0Rh,"ul. Kościuszkowców, Marysin Wawerski, Wawer, Warszawa, mazowieckie",695 000 zł,3 pokoje,46.49 m²,4 piętro
278,Remont Generalny/Inwestycja/Świetna Lokalizacja,https://www.otodom.pl/pl/oferta/remont-generalny-inwestycja-swietna-lokalizacja-ID4tXhJ,"al. Aleja Dwudziestolatków, Okęcie, Włochy, Warszawa, mazowieckie",520 000 zł,2 pokoje,36.3 m²,parter
279,Apartamenty Talarowa 3 - 2,https://www.otodom.pl/pl/oferta/apartamenty-talarowa-3-2-ID4rVkN,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,63.57 m²,parter
280,"Gotowe, Nowe, Możliwe 2 Pokoje Rondo Daszyńskiego",https://www.otodom.pl/pl/oferta/gotowe-nowe-mozliwe-2-pokoje-rondo-daszynskiego-ID4u2vZ,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",819 000 zł,2 pokoje,32.22 m²,2 piętro
281,4 pokoje z widokiem na panoramę miasta,https://www.otodom.pl/pl/oferta/4-pokoje-z-widokiem-na-panorame-miasta-ID4rUfs,"ul. gen. Tadeusza Bora-Komorowskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",1 220 000 zł,4 pokoje,72.32 m²,10+ piętro
282,"Gotowe, Nowe 3 Pokoje, 58 M2 Rondo Daszyńskiego",https://www.otodom.pl/pl/oferta/gotowe-nowe-3-pokoje-58-m2-rondo-daszynskiego-ID4u2vY,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",1 298 000 zł,3 pokoje,57.82 m²,3 piętro
283,Gotowe Do Odbioru 2Pokoje 45M Rondo Daszyńskiego,https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-2pokoje-45m-rondo-daszynskiego-ID4u2vV,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",1 062 000 zł,2 pokoje,44.64 m²,2 piętro
284,"Gotowe, Nowe 3Pokoje 54M Rondo Daszyńskiego",https://www.otodom.pl/pl/oferta/gotowe-nowe-3pokoje-54m-rondo-daszynskiego-ID4u2vX,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",1 199 000 zł,2 pokoje,53.8 m²,2 piętro
285,METRO pieszo/ 2 pokojowe/ gotowe do wprowadzenia,https://www.otodom.pl/pl/oferta/metro-pieszo-2-pokojowe-gotowe-do-wprowadzenia-ID4tyk3,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",599 000 zł,2 pokoje,38.16 m²,10 piętro
